0.115000 0.215000 0.007850 0.001077
0.235000 0.215000 0.007781 0.001064
0.355000 0.215000 0.007583 0.000954
0.475000 0.215000 0.007444 0.000860
0.595000 0.215000 0.007413 0.000726
0.715000 0.215000 0.007557 0.000695
0.835000 0.215000 0.007651 0.000546
0.955000 0.215000 0.007782 0.000423
1.075000 0.215000 0.007895 0.000247
1.195000 0.215000 0.008012 0.000190
1.315000 0.215000 0.007348 0.000149
1.435000 0.215000 0.006761 0.000112
1.555000 0.215000 0.006155 0.000074
1.675000 0.215000 0.006575 -0.000023
1.795000 0.215000 0.006865 -0.000083
1.915000 0.215000 0.007054 -0.000098
2.035000 0.215000 0.006700 -0.000093
2.155000 0.215000 0.006573 0.000005
2.275000 0.215000 0.006940 0.000018
2.395000 0.215000 0.007608 0.000032
2.515000 0.215000 0.008021 -0.000048
2.635000 0.215000 0.008155 -0.000007
2.755000 0.215000 0.008108 0.000078
2.875000 0.215000 0.008111 0.000155
2.995000 0.215000 0.008158 0.000170
3.115000 0.215000 0.008222 0.000206
3.235000 0.215000 0.008131 0.000227
3.355000 0.215000 0.008247 0.000226
3.475000 0.215000 0.007802 0.000138
3.595000 0.215000 0.007530 0.000185
3.715000 0.215000 0.007101 0.000205
3.835000 0.215000 0.006766 0.000259
3.955000 0.215000 0.006353 0.000178
4.075000 0.215000 0.005379 0.000126
4.195000 0.215000 0.004861 0.000148
4.315000 0.215000 0.004158 0.000099
4.435000 0.215000 0.004716 0.000098
4.555000 0.215000 0.005244 0.000037
4.675000 0.215000 0.005743 0.000010
4.795000 0.215000 0.005033 -0.000090
4.915000 0.215000 0.004461 -0.000039
5.035000 0.215000 0.003884 0.000028
5.155000 0.215000 0.003856 0.000132
5.275000 0.215000 0.003830 0.000056
5.395000 0.215000 0.003979 -0.000081
5.515000 0.215000 0.003967 -0.000140
5.635000 0.215000 0.003887 -0.000132
5.755000 0.215000 0.003854 0.000013
5.875000 0.215000 0.003681 0.000044
5.995000 0.215000 0.003429 0.000154
6.115000 0.215000 0.003392 0.000127
6.235000 0.215000 0.003541 0.000120
6.355000 0.215000 0.003811 0.000057
6.475000 0.215000 0.003888 0.000112
6.595000 0.215000 0.003722 0.000177
6.715000 0.215000 0.003419 0.000179
6.835000 0.215000 0.003036 0.000184
6.955000 0.215000 0.003127 0.000177
7.075000 0.215000 0.003486 0.000197
7.195000 0.215000 0.003884 0.000134
7.315000 0.215000 0.003927 0.000013
7.435000 0.215000 0.003673 -0.000001
7.555000 0.215000 0.003638 0.000116
7.675000 0.215000 0.003727 0.000295
7.795000 0.215000 0.003817 0.000276
7.915000 0.215000 0.003936 0.000201
8.035000 0.215000 0.003831 0.000084
8.155000 0.215000 0.003859 0.000018
8.275000 0.215000 0.003572 -0.000025
8.395000 0.215000 0.003320 0.000018
8.515000 0.215000 0.003710 0.000214
8.635000 0.215000 0.004188 0.000260
8.755000 0.215000 0.004811 0.000340
8.875000 0.215000 0.005057 0.000343
8.995000 0.215000 0.005438 0.000431
9.115000 0.215000 0.005600 0.000372
9.235000 0.215000 0.005509 0.000335
9.355000 0.215000 0.005332 0.000239
9.475000 0.215000 0.005990 0.000182
9.595000 0.215000 0.006732 0.000035
9.715000 0.215000 0.007395 0.000035
9.835000 0.215000 0.007545 0.000092
9.955000 0.215000 0.007624 0.000136
10.075000 0.215000 0.007808 0.000133
10.195000 0.215000 0.008066 0.000160
10.315000 0.215000 0.008563 0.000150
10.435000 0.215000 0.009107 0.000135
10.555000 0.215000 0.009707 0.000098
10.675000 0.215000 0.010112 0.000124
10.795000 0.215000 0.010096 0.000112
10.915000 0.215000 0.009943 0.000039
11.035000 0.215000 0.009794 0.000175
11.155000 0.215000 0.009728 0.000372
11.275000 0.215000 0.009600 0.000595
11.395000 0.215000 0.010162 0.000587
11.515000 0.215000 0.009914 0.000482
11.635000 0.215000 0.008061 0.000399
11.755000 0.215000 0.005781 0.000360
11.875000 0.215000 0.004561 0.000411
11.995000 0.215000 0.004674 0.000305
12.115000 0.215000 0.004535 0.000147
12.235000 0.215000 0.004566 -0.000105
12.355000 0.215000 0.004949 -0.000239
